index,PID,Tg
5891,P370427,225
5892,P512050,50
5893,P432503,134
5894,P433209,265
5895,P100766,135
5896,P332302,-21
5897,P070143,77.66666667
5898,P370130,0
5899,P460184,65.75
5900,P392238,43
5901,P372031,161
5902,P372590,150
5903,P100103,125
5904,P342439,156.6423077
5905,P130205,202
5906,P402410,185
5907,P433746,268
5908,P070481,206.6666667
5909,P332433,89
5910,P433640,358
5911,P433104,205
5912,P074401,220
5913,P370413,224
5914,P040279,155
5915,P432600,248
5916,P090339,117
5917,P074451,147
5918,P070355,150.5
5919,P372267,206
5920,P432555,128
5921,P100083,188
5922,P432740,226
5923,P030081,-20
5924,P372225,241
5925,P070688,172
5926,P372529,205
5927,P462281,157
5928,P460055,-79
5929,P433164,150.3
5930,P010007,-47.28055556
5931,P432253,213
5932,P372148,141
5933,P462454,67
5934,P400233,56
5935,P433081,100
5936,P342437,144
5937,P100147,132.5
5938,P434072,334
5939,P342031,53
5940,P370475,327.3333333
5941,P382439,129
5942,P392878,28
5943,P373859,169
5944,P180026,-68.80833333
5945,P372944,23
5946,P433111,220
5947,P402073,290
5948,P130134,227.85
5949,P070305,118
5950,P100027,46.5
5951,P040191,101.8333333
5952,P373432,84
5953,P452065,43
5954,P392556,130
5955,P512069,223
5956,P372100,270
5957,P430283,217
5958,P430397,317
5959,P074398,216
5960,P070356,186.35
5961,P074281,272
5962,P110075,62
5963,P433471,159
5964,P332090,47
5965,P373922,232
5966,P432913,239
5967,P433720,318
5968,P040117,80.7125
5969,P400053,55
5970,P372977,105
5971,P462082,48
5972,P090182,59.85
5973,P070398,54
5974,P040088,75
5975,P392093,255
5976,P432071,169
5977,P332051,24.55
5978,P370558,83
5979,P372243,33
5980,P373921,191
5981,P342114,82
5982,P430452,273
5983,P040252,111
5984,P374091,275
5985,P310005,87
5986,P373696,-4.8
5987,P380030,-7
5988,P372402,45
5989,P370780,220
5990,P433634,298
5991,P110076,18
5992,P433481,175.85
5993,P342396,128
5994,P472215,67
5995,P382135,86
5996,P433172,300
5997,P432277,280.5
5998,P180036,-1.5
5999,P433944,304
6000,P433107,211
6001,P074405,209
6002,P400102,311
6003,P372071,-8
6004,P322191,101
6005,P040267,43
6006,P433770,325
6007,P030183,70
6008,P382201,178
6009,P462242,10
6010,P100120,109
6011,P342289,60
6012,P332449,91
6013,P373495,102.2
6014,P430090,289
6015,P070490,250
6016,P342348,59.85
6017,P130363,333.6666667
6018,P373441,75
6019,P030178,36
6020,P433092,269
6021,P430486,278.5
6022,P100118,325
6023,P372496,266
6024,P430232,158
6025,P382392,118.8888889
6026,P373343,260
6027,P433598,152.5
6028,P390033,134
6029,P370393,92
6030,P372453,196
6031,P432741,232
6032,P170043,-61
6033,P100358,115.5
6035,P330048,150
6036,P330077,14
6037,P450067,-5
6038,P372294,200
6039,P370632,310
6040,P372368,230
6041,P392779,124.3
6042,P433012,225
6043,P040265,142
6044,P462243,57.5
6045,P392084,220
6046,P099018,322
6047,P372726,-90
6048,P332018,200
6049,P432430,187
6050,P322034,114
6051,P340020,59.5
6052,P070636,292
6053,P392805,-58.5
6054,P130051,307
6055,P110095,72
6056,P374190,276
6057,P373401,245
6058,P040150,14.85
6059,P100084,200
6060,P432496,324
6061,P010065,27
6062,P472165,63
6063,P030126,-19
6064,P070486,360
6065,P070413,66
6066,P432583,293
6067,P370435,206
6068,P392045,290
6069,P370743,177
6070,P040034,-37
6071,P370185,133
6072,P372156,173
6073,P390059,85
6074,P433804,136
6075,P100072,175
6076,P433482,152
6077,P130216,241
6078,P090134,55.95424658
6079,P342129,24
6080,P044506,34
6081,P402253,52
6082,P433970,219
6083,P402148,174
6084,P412235,69
6085,P370739,211
6086,P430079,324
6087,P332415,-24
6088,P070597,345
6089,P074479,322
6090,P340096,-40.65
6091,P372446,235
6092,P120031,72
6093,P472015,-5
6094,P433504,227.3
6095,P342226,98
6096,P432656,323.5
6097,P372023,240
6098,P372674,197
6099,P373584,61
6100,P433647,361
6101,P370382,245
6102,P472164,28.7
6103,P160061,394.85
6104,P130063,416.8888889
6105,P373536,211.75
6106,P430489,140
6107,P100041,64.35294118
6108,P372879,256.2
6109,P342755,43.5
6110,P374049,118.8
6111,P433599,142.5
6112,P342033,15
6113,P472270,156
6114,P342388,-16
6115,P462254,85
6116,P070715,30
6117,P382395,-74.6
6118,P372588,147
6119,P040105,55
6120,P322197,131
6121,P522020,93.925
6122,P372006,-49
6123,P433616,116
6124,P020064,134
6125,P030006,83.33333333
6126,P372865,52
6127,P134431,181
6128,P373925,128
6129,P330043,37
6130,P070572,12.55
6131,P030114,61.675
6132,P370041,100
6133,P070720,160.925
6134,P430074,89.315
6135,P462660,111
6136,P100673,131
6137,P412014,120
6138,P070089,-58.81538462
6139,P100099,151.5666667
6140,P382526,151.7
6141,P432663,244
6142,P372660,216.85
6143,P433221,289
6144,P030099,63
6145,P370421,139
6146,P433797,286
6147,P074301,76
6148,P402356,331
6149,P472085,12
6150,P472039,54
6151,P434082,179
6152,P432202,178
6153,P402342,166
6154,P110055,16
6155,P210024,160
6156,P430481,361
6157,P402222,49
6158,P074256,237
6159,P020116,57
6160,P432670,221
6161,P430504,260
6162,P070368,303.85
6163,P430176,233
6164,P080110,65
6165,P110101,114
6166,P432564,243.1
6167,P373527,143
6168,P094397,260
6169,P342186,107
6170,P370388,117
6171,P462429,179
6172,P170046,-62.5
6173,P402490,103
6174,P430245,291.85
6175,P430255,260
6176,P170080,-5
6177,P074284,250
6178,P373676,58
6179,P370351,215
6180,P100367,140
6181,P372037,165
6182,P370027,295
6183,P402004,321
6184,P433677,199
6185,P370765,190
6186,P370799,273
6187,P090009,-59.28333333
6188,P392719,248
6189,P373460,208
6190,P470135,122
6191,P430229,230
6192,P074264,226
6193,P462276,170
6194,P180014,-31.4
6195,P130131,254
6196,P010018,-20
6197,P074266,221
6198,P340007,110
6199,P372980,47
6200,P392119,127
6201,P372377,80.45
6202,P040229,-10
6203,P432355,43.85
6204,P382415,140
6205,P330105,24
6206,P370825,70.5
6207,P373352,127
6208,P392643,98.85
6209,P433781,239
6210,P482035,60.375
6211,P433972,263
6212,P040200,38
6213,P370330,64
6214,P432754,251
6215,P460253,420
6216,P342281,103.2
6217,P372527,250
6218,P370332,55
6219,P432909,240
6220,P433579,251
6221,P090188,5.9
6222,P472026,-78
6223,P370603,217
6224,P472013,-15
6225,P370738,226
6226,P433380,240
6227,P372586,148.7777778
6228,P370800,270
6229,P522008,74.85
6230,P040023,13.21666667
6231,P422061,185
6232,P342499,118
6233,P070506,165
6234,P373775,185
6235,P330121,36.85
6236,P074442,163
6237,P100030,50
6238,P372662,-68
6239,P390405,322
6240,P090411,38.2
6241,P372801,-104
6242,P433170,303
6243,P432287,216
6244,P370440,182
6245,P100119,305
6246,P332169,133.85
6247,P074249,236.75
6248,P432303,105
6249,P432758,217
6250,P044349,116
6251,P440005,146
6252,P370341,164
6253,P432006,360
6254,P372288,302
6255,P074279,281
6256,P374206,288
6257,P070325,-29.075
6258,P074444,177
6259,P432361,232
6260,P374008,245
6261,P460039,-16.38333333
6262,P100065,96
6263,P373231,131.1777778
6264,P342214,72.35
6265,P372244,37
6267,P373426,46.5
6268,P433950,130
6269,P370430,185
6270,P372528,-65.33333333
6271,P462608,239
6272,P372652,56
6273,P342133,156.5
6274,P370766,206
6275,P070669,152
6276,P342756,109
6277,P070330,-36.15
6278,P402277,164
6279,P430322,282.5
6280,P430291,360
6281,P370769,241.875
6282,P373278,268
6283,P392873,284
6284,P320006,110
6285,P412174,119.5
6286,P362030,77
6287,P130108,208
6288,P400371,86
6289,P320019,163
6290,P372087,255
6291,P382417,150
6292,P400138,303.5
6293,P462484,231
6294,P460052,-79
6295,P433109,224
6296,P372827,212
6297,P370591,325.6833333
6298,P140014,42.5
6299,P160105,286.5
6300,P440007,118
6301,P390321,40
6302,P170048,-75
6303,P370416,218
6304,P370131,380.5
6305,P070593,136
6306,P074296,100
6307,P432923,229
6308,P433500,189.4
6309,P433979,270
6310,P390367,117
6311,P462638,258
6312,P070689,178.5
6313,P380066,31.2
6314,P432188,302.5
6315,P434020,332
6316,P430476,289
6317,P130170,336.95
6318,P472213,114.1333333
6319,P210008,54.375
6320,P432190,293.5
6321,P372253,48
6322,P370151,159
6323,P370746,230
6324,P210001,291.5
6325,P390243,20
6326,P472033,-16.1
6327,P090022,-62.88333333
6328,P432762,255
6329,P070363,305.85
6330,P460172,-26.15
6331,P180024,-0.8
6332,P074449,147
6333,P110124,-39
6334,P040178,-65
6335,P370182,119
6336,P372293,213
6337,P430518,243
6338,P130019,255
6339,P390023,136
6340,P044370,19.5
6341,P432264,234.5
6342,P382138,68
6343,P433076,179
6344,P322012,139
6345,P433057,293
6346,P392558,119
6347,P030088,-10
6348,P342242,92.5
6349,P040278,148.6666667
6350,P372142,191
6351,P370690,229
6352,P432677,280
6353,P430401,342
6354,P040160,-32.15
6355,P430428,364
6356,P150044,159.2
6357,P433538,287
6358,P462490,157
6359,P370378,110
6360,P392246,127
6361,P400246,268
6362,P164492,55
6363,P210006,66.63636364
6364,P433233,420
6365,P074377,333
6366,P164497,62
6367,P070136,-71.075
6368,P392721,233
6369,P014362,-25.5
6370,P432569,89.28571429
6371,P030035,34.5
6372,P100012,51
6373,P090023,-51.66666667
6374,P010042,-73.38333333
6375,P372389,272
6376,P374238,210
6377,P370150,119
6378,P380105,12
6379,P433161,287
6380,P100110,108
6381,P090633,44
6382,P382006,73
6383,P100621,158
6384,P392157,55.33333333
6385,P070332,-54.68333333
6386,P430194,200
6387,P370748,265
6388,P380060,-15.93333333
6389,P402369,304
6390,P074254,64
6391,P140019,60
6392,P372705,-43
6393,P372018,154
6394,P412180,223
6395,P382260,-4
6396,P030107,59.5
6397,P374224,177
6398,P432597,265
6399,P090224,-12
6400,P402246,235
6401,P130344,231
6402,P472109,90
6403,P430512,290
6404,P372595,63.73333333
6405,P432830,263
6406,P450019,281
6407,P402450,276
6408,P070378,-50
6409,P322164,64
6410,P372305,230
6411,P372126,255
6412,P442012,175
6413,P470049,28
6414,P020136,47
6415,P433961,84
6416,P040295,12.35
6417,P070091,-80.83333333
6418,P110040,34
6419,P402451,259
6420,P392670,2
6421,P390035,-70
6422,P070653,-9
6423,P400265,275
6424,P392249,94
6425,P070538,-44.5
6426,P372866,39
6427,P100349,133
6428,P070562,-26
6429,P400328,84
6430,P040244,36.61666667
6431,P382079,59.6
6432,P433674,193
6433,P100116,70.5
6434,P134422,197
6435,P100095,122
6436,P462124,55
6437,P370620,123
6438,P472061,10.1
6439,P372450,188
6440,P370116,273
6441,P040310,-17.33333333
6442,P050015,46
6443,P380099,-20
6444,P370624,219
6445,P390335,67
6446,P372439,129
6447,P312010,-65.15
6448,P430166,48.85
6449,P430402,308
6450,P512067,220
6451,P030103,42
6452,P174484,-56
6453,P412007,62
6454,P430437,305
6455,P100113,77
6456,P370334,195
6457,P373421,82.44
6458,P070229,155
6459,P342078,98
6460,P402283,112
6461,P392748,-17.86666667
6462,P462302,126
6463,P372596,68.5
6464,P332077,20.5
6465,P430019,70
6466,P402240,300
6467,P070386,218
6468,P374114,264
6469,P164427,57
6470,P070387,240
6471,P430237,187
6472,P370622,231
6473,P342029,-2.833333333
6474,P432802,324
6475,P430425,385
6476,P430106,253
6477,P044368,89.64
6478,P332022,110
6479,P433958,89
6480,P130206,266
6481,P390259,-34.55
6482,P402500,223
6483,P433207,265
6484,P382440,167
6485,P472128,-46
6486,P400268,253
6487,P100097,29
6488,P090466,34
6489,P100738,91
6490,P400052,57.5
6491,P392087,220
6492,P040291,31.925
6493,P430160,89.925
6494,P030147,86.5
6495,P433808,235
6496,P370680,164
6497,P090541,64.5
6498,P130113,216.5
6499,P392570,61
6500,P373689,290
6501,P074447,155
6502,P430466,368.2
6503,P433071,172
6504,P010071,-98.514
6505,P392505,99
6506,P130262,265.2833333
6507,P472043,-71
6508,P312004,-66.15
6509,P432578,311
6510,P090177,-9.645
6511,P432890,46
6512,P432191,250
6513,P433449,191
6514,P432157,56
6515,P372572,175
6516,P322056,117.85
6517,P462658,84
6518,P442011,155
6519,P373127,138
6520,P340103,119.85
6521,P512159,163
6522,P432949,62.35
6523,P433309,280
6524,P020122,97
6525,P070640,390
6526,P433947,293.3333333
6527,P312030,-47.5
6528,P374134,0
6529,P382261,-19.2
6530,P322026,114.85
6531,P370039,85
6532,P090167,95
6533,P400190,386
6534,P370305,232
6535,P170044,-2
6536,P020133,108
6537,P430108,247
6538,P340116,144
6539,P180013,69.2
6540,P402415,238.4
6541,P432554,132
6542,P090534,127
6543,P430154,302
6544,P074253,260
6545,P372372,40
6546,P370014,184
6547,P074287,256
6548,P433039,204
6549,P392257,68
6550,P380094,15
6551,P402344,135
6552,P074299,101
6553,P070635,410
6554,P433593,213
6555,P433417,279
6556,P373445,80
6557,P382106,3.833333333
6558,P373926,109
6559,P392780,-23.3675
6560,P433596,188
6561,P433791,228
6562,P070316,221.1509804
6563,P390226,2.85
6564,P100067,82
6565,P372585,228
6566,P430422,304
6567,P332113,250
6568,P130282,228
6569,P500026,136.5
6570,P104465,0
6571,P372057,-11
6572,P342509,108
6573,P372170,-30.57857143
6574,P373399,254
6575,P433135,264.8
6576,P432459,310.3333333
6577,P372157,162
6578,P040189,125.6666667
6579,P372568,175
6580,P392083,250
6581,P322211,64
6582,P342140,50
6583,P340083,116.85
6584,P342237,127
6585,P380128,-1
6586,P322162,95
6587,P310010,37.85
6588,P433040,233
6589,P372115,234
6590,P392068,58.8
6591,P084372,75
6592,P320020,208
6593,P390034,342
6594,P462455,80
6595,P512201,310
6596,P512165,122
6597,P342344,45
6598,P370801,245
6599,P390400,266
6600,P070307,308
6601,P020138,86
6602,P433186,331
6603,P430117,260
6604,P432896,262
6605,P433811,217.5
6606,P373435,196
6607,P130360,268.0705882
6608,P342106,77
6609,P432513,165
6610,P462659,87
6611,P462042,95.5
6612,P433767,315
6613,P472217,15
6614,P370773,234.5
6615,P450020,267.5
6616,P373649,280
6617,P520023,98.85
6618,P432666,232
6619,P382384,39
6620,P432450,346.5
6621,P433992,156
6622,P020078,20
6623,P342228,46
6624,P370629,311
6625,P372941,9
6626,P432168,175
6627,P070391,62
6628,P370369,36
6629,P402072,260
6630,P433082,113
6631,P462624,301
6632,P370043,145
6633,P402245,245
6634,P390004,227.5
6635,P373868,159
6636,P030127,-9
6637,P430164,61.85
6638,P433969,258
6639,P342307,104.85
6640,P374194,291
6641,P160069,317.85
6642,P392757,200
6643,P432994,334
6644,P040338,86
6645,P402251,42
6646,P342757,93
6647,P342458,156
6648,P374135,-22
6649,P020095,90
6650,P373159,36
6651,P100086,85
6652,P382573,110
6653,P382233,145
6654,P370469,311.3333333
6655,P070321,-116.15
6656,P370186,294.5
6657,P382047,129
6658,P433782,241
6659,P434032,235.7
6660,P370794,185
6661,P462263,74
6662,P372155,128
6663,P074289,256
6664,P070442,191
6665,P020140,35
6666,P070359,270.88
6667,P432042,89
6668,P372573,320
6669,P433655,120
6670,P433454,218
6671,P110143,70
6672,P373402,264
6673,P370067,131.4285714
6674,P010027,65
6675,P430187,397
6676,P402349,295
6677,P100104,105
6678,P332222,85
6679,P382500,-62
6680,P370256,430
6681,P432893,139
6682,P150007,122.17
6683,P090288,75.04166667
6684,P070719,43
6685,P412163,103
6686,P373322,147
6687,P374009,255
6688,P433660,164
6689,P130139,113
6690,P170071,-120
6691,P452038,38.7
6692,P140033,144
6693,P040231,107.85
6694,P374212,294
6695,P432478,304
6696,P392033,21.5
6697,P090556,98
6698,P392742,261
6699,P433774,248
6700,P430143,302
6701,P370426,268
6702,P100098,176.925
6703,P434099,194
6704,P332016,200
6705,P030182,27
6706,P372217,-3
6707,P342268,16
6708,P392554,124
6709,P430369,207
6710,P462610,271
6711,P392212,21
6712,P433827,187.285
6713,P370504,3.85
6714,P432514,153
6715,P100815,277
6716,P160070,341.85
6717,P100043,70
6718,P090424,-62.5
6719,P392108,45
6720,P070446,-32
6721,P080016,-59
6722,P174481,-41
6723,P370456,253
6724,P432289,204
6725,P433336,274
6726,P433243,312.9
6727,P160082,330
6728,P382502,-78
6729,P462661,90
6730,P462125,37
6731,P512071,208
6732,P372093,248
6733,P432736,243
6734,P100821,307
6735,P372137,224
6736,P370026,252
6737,P070276,20
6738,P374159,240
6739,P210010,95
6740,P342403,37
6741,P430153,325
6742,P462361,-43
6743,P373447,75
6744,P130333,227.2833333
6745,P370600,120
6746,P373351,128
6747,P392772,24.7
6748,P392104,135
6749,P340085,30
6750,P434037,285
6751,P332034,36
6752,P392552,106
6753,P470082,-68.15
6754,P433284,156
6755,P430137,305
6756,P100394,-12
6757,P432801,293
6758,P130174,235
6759,P150014,182
6760,P060014,39.80769231
6761,P130136,233
6762,P130371,255
6763,P433154,264
6764,P432565,247.6
6765,P090383,46
6766,P020052,-65.075
6767,P090514,46
6768,P130036,212
6769,P400299,72.925
6770,P332456,12
6771,P433600,127.5
6772,P020139,54
6773,P372856,179
6774,P320001,74
6775,P322004,146.85
6776,P433883,312
6777,P512135,164
6778,P433136,197
6779,P402247,235
6780,P382228,-12.6
6781,P370495,207
6782,P434110,209.3333333
6783,P322141,78.33333333
6784,P412213,148
6785,P130120,275.1428571
6786,P074276,222.5
6787,P450077,14.75555556
6788,P040028,-30
6789,P024504,-23
6790,P370206,-48
6791,P130029,108.5
6792,P070713,25
6793,P332089,38
6794,P100011,50.8
6795,P340131,80
6796,P392569,112
6797,P074454,167
6798,P392081,295
6799,P372255,48
6800,P372854,166
6801,P433850,246
6802,P100051,192
6803,P170045,-8
6804,P500036,83
6805,P030188,200
6806,P130201,209
6807,P392645,50
6808,P402236,150
6809,P070315,-37
6810,P433650,267
6811,P372493,230
6812,P500030,74
6813,P100089,177.5
6814,P020023,127
6815,P100077,74
6816,P370455,252
6817,P040053,60.36428571
6818,P170007,-66.71666667
6819,P382523,0
6820,P074271,246
6821,P130223,238
6822,P433056,281
6823,P370847,119
6824,P392829,127
6825,P040059,-7.575
6826,P432239,322
6827,P433738,203.5
6828,P090625,312
6829,P390284,283
6830,P392781,235
6831,P402482,315
6832,P090528,23.5
6833,P372581,157.9333333
6834,P432794,213
6835,P074268,236
6836,P373773,251
6837,P342265,31.425
6838,P074311,236
6839,P430228,126
6840,P412237,72
6841,P070314,-52
6842,P372426,182.5
6843,P430260,290.47125
6844,P370310,-109.9681818
6845,P382469,81
6846,P433780,248
6847,P342424,55
6848,P382545,84.5
6849,P472084,15
6850,P373973,77
6851,P342346,50
6852,P430471,307.5
6853,P392200,203
6854,P462489,177
6855,P372097,124.3333333
6856,P090189,156
6857,P160090,225.5
6858,P170078,-1
6859,P020050,-45.075
6860,P370760,154
6861,P170006,-91.375
6862,P100694,44
6863,P432595,275
6864,P332182,190
6865,P342352,83.5
6866,P392709,149
6867,P040235,72.925
6868,P462317,95
6869,P373585,171
6870,P462128,31
6871,P322244,-43
6872,P382531,171.5
6873,P090537,184
6874,P432221,137
6875,P472263,118
6876,P322208,85
6877,P430319,287.3333333
6878,P100106,150
6879,P370726,190
6880,P370753,105
6881,P332015,200
6882,P370016,207
6883,P432474,289
6884,P370458,260
6885,P342506,152
6886,P402165,320
6887,P430509,280
6888,P433210,236
6889,P370662,146
6890,P432338,234
6891,P430244,394
6892,P434022,306
6893,P462443,99
6894,P372432,165
6895,P433975,265
6896,P434018,327
6897,P090506,108
6898,P014500,100
6899,P372862,68
6900,P410035,115
6901,P433257,272.2
6902,P432889,56.5
6903,P433591,285
6904,P100496,252
6905,P372399,72
6906,P370022,113
6907,P074455,154
6908,P070742,330
6909,P432487,113
6910,P370037,120
6911,P040083,52
6912,P210027,240
6913,P110066,42
6914,P462626,276
6915,P460261,381.6666667
6916,P372292,219
6917,P433691,376
6918,P342027,91
6919,P433592,259
6920,P120042,48
6921,P392661,31
6922,P090300,55
6923,P433792,185
6924,P402238,272
6925,P433603,186
6926,P432456,430
6927,P070341,280
6928,P010024,60
6929,P070659,208
6930,P342077,99
6931,P432255,300
6932,P044464,181
6933,P433507,223.5
6934,P432422,170
6935,P100092,109
6936,P373579,59
6937,P462550,149
6938,P322147,102
6939,P382418,126
6940,P433178,304
6941,P373658,165
6942,P392806,5
6943,P430151,330
6944,P074278,231
6945,P040320,115
6946,P402234,195
6947,P030137,42.425
6948,P150037,125.1592105
6949,P332365,134
6950,P090551,138
6951,P370358,190
6952,P342142,60.85
6953,P170042,-42
6954,P433810,301.25
6955,P430457,250
6956,P433357,241
6957,P090567,96
6958,P332288,83.4
6959,P452005,172
6960,P412227,158
6961,P373305,140
6962,P422059,184
6963,P433331,246
6964,P130114,237.4
6965,P330051,200
6966,P373690,283
6967,P130318,257
6968,P433583,272
6969,P372272,225
6970,P130334,257.5
6971,P020105,99
6972,P433412,335
6973,P432524,153
6974,P433619,143
6975,P430104,257
6976,P372408,63
6977,P433565,176
6978,P164426,95
6979,P392668,19
6980,P372160,66
6981,P380054,232
6982,P372069,-6
6983,P074468,250
6984,P100532,250
6985,P432406,195
6986,P342279,118.5
6987,P432201,224
6988,P100038,71
6989,P432068,249
6990,P402268,218.2
6991,P433502,209.3
6992,P390404,265
6993,P402406,230
6994,P433794,290
6995,P130124,245.8235294
6996,P432927,302.3
6997,P030045,-7.575
6998,P070324,-41.575
6999,P433653,130
7000,P100045,33
7001,P500028,92
7002,P080034,-65
7003,P432973,259
7004,P120008,130
7005,P090518,27
7006,P430171,225
7007,P433882,290
7008,P040063,-103.3333333
7009,P090336,142.3333333
7010,P370631,307.5
7011,P432272,142
7012,P090136,37.5
7013,P433578,232
7014,P432265,218
7015,P100008,37.59375
7016,P432237,328
7017,P433866,274
7018,P430159,100.425
7019,P402341,195
7020,P433470,162
7021,P373818,131.5
7022,P330001,59
7023,P130155,293.1
7024,P373297,50
7025,P372518,295
7026,P433483,398.5
7027,P430072,60
7028,P402301,99
7029,P430329,386
7030,P433173,311
7031,P100121,78
7032,P472123,17
7033,P070379,-55
7034,P130119,302.7212903
7035,P070412,65
7036,P392110,37
7037,P432203,220
7038,P180004,-105
7039,P430065,97
7040,P432991,324
7041,P373654,283
7042,P040050,44.97368421
7043,P210045,22
7044,P432271,178
7045,P402397,83.5
7046,P432662,244
7047,P370795,301
7048,P150004,133.5
7049,P452007,161
7050,P432285,257
7051,P139025,95
7052,P372207,25
7053,P180041,38.13333333
7054,P390363,53
7055,P340169,100
7056,P373662,77
7057,P010025,118.375
7058,P472185,-36
7059,P074277,230
7060,P432224,208
7061,P370797,278
7062,P432033,205
7063,P074313,200.5
7064,P433159,278
7065,P342105,10
7066,P373418,115
7067,P342229,50
7068,P482039,-12.5
7069,P040288,-56
7070,P432021,340
7071,P372274,229
7072,P430357,243
7073,P342406,35
7074,P470074,-75
7075,P373612,231
7076,P460259,355
7077,P373717,195.75
7078,P390411,115
7079,P372075,112
7080,P392046,245
7081,P372303,229
7082,P390376,106
7083,P322199,108
7084,P370478,262
7085,P412267,59
7086,P433093,215
7087,P472006,26.7
7088,P130274,256.85
7089,P370768,232
7090,P010082,-92.5
7091,P372140,204.2
7092,P433244,285
7093,P462131,142
7094,P074259,240
7095,P432948,55.375
7096,P373913,147
7097,P372554,92
7098,P433633,361
7099,P170008,38
7100,P374113,280
7101,P472031,-10.4
7102,P370729,203
7103,P373419,207.59
7104,P370327,217
7105,P040074,42
7106,P472094,29
7107,P372370,243
7108,P432599,276
7109,P070060,7.116666667
7110,P130050,281
7111,P382475,20
7112,P433604,216
7113,P373020,160
7114,P382078,50.4
7115,P372388,256
7116,P432919,227
7117,P342215,87
7118,P370634,315
7119,P462544,160
7120,P512130,90
7121,P130203,212
7122,P432240,312
7123,P392223,42
7124,P450012,70
7125,P432879,237
7126,P432152,105
7127,P432100,265
7128,P433102,208
7129,P433777,254
7130,P512023,44
7131,P322156,117
7132,P433451,220
7133,P373240,145
7134,P320057,150
7135,P373424,19.5
7136,P342108,31
7137,P472030,-14.9
7138,P520025,59.85
7139,P370042,145
7140,P380086,175
7141,P432132,262
7142,P472282,78
7143,P430094,230
7144,P322043,-53.1
7145,P432259,248
7146,P362044,27.9
7147,P340171,105.2666667
7148,P392560,122
7149,P390051,126
7150,P472249,129
7151,P174333,-90.1
7152,P392116,145
7153,P373095,168.6
7154,P342758,10
7155,P090587,105
7156,P430078,263
7157,P160074,344.85
7158,P094356,122
7159,P373276,295
7160,P432091,258
7161,P110238,45
7162,P400357,116
7163,P452068,-50
7164,P392258,63
7165,P433447,211
7166,P340043,91
7167,P130128,313
7168,P433303,105
7169,P342107,69
7170,P373353,162
7171,P450005,290
7172,P094575,154
7173,P462364,174
7174,P434101,92
7175,P372262,54
7176,P392572,210
7177,P432532,43
7178,P332432,57
7179,P373763,144.6
7180,P342296,52.85
7181,P370621,128
7182,P030040,34.25
7183,P044380,54.5
7184,P342196,197.85
7185,P180007,-104
7186,P332035,38.25
7187,P020071,54
7188,P070487,290
7189,P462396,178
7190,P040294,74.17222222
7191,P040232,0.85
7192,P342398,157
7193,P462098,-56
7194,P090075,75
7195,P460254,417
7196,P110085,107.2333333
7197,P100153,178
7198,P433216,287
7199,P432038,135
7200,P070382,-40
7201,P370827,97.85
7202,P020041,103.5014286
7203,P070001,-52.7202381
7204,P402096,280
7205,P030001,69.21564246
7206,P373677,104
7207,P460181,-47.5
7208,P373448,62
7209,P432156,105
7210,P342350,124
7211,P400274,192
7212,P410010,137
7213,P373422,49.5
7214,P104291,257
7215,P372316,190
7216,P373986,278
7217,P070211,72
7218,P392243,38
7219,P374193,289
7220,P400020,192
7221,P370802,292
7222,P432515,138
7223,P433374,247.7
7224,P130261,280
7225,P340035,47.8
7226,P372633,218
7227,P170020,-77.65
7228,P372740,304
7229,P392652,105
7230,P372159,100.5
7231,P090011,-68
7232,P030022,-75.6125
7233,P130121,250
7234,P400275,217
7235,P094334,130
7237,P372438,112
7238,P434092,294
7239,P370447,330
7240,P400282,270
7241,P090110,-15
7242,P472117,-63.4
7243,P370381,285
7244,P070334,-66.075
7245,P180037,0
7246,P390258,14.5
7247,P040214,145
7248,P372874,175.6
7249,P373930,135
7250,P100797,77
7251,P330100,-43.525
7252,P322027,70.17
7253,P430323,305
7254,P090538,-10.5
7255,P372088,280
7256,P374061,53
7257,P432687,208
7258,P512121,118
7259,P400280,234
7260,P422040,248.7
7261,P472308,196
